,Name,Full Ticker,Ticker,P/E Ratio,sector,industry,ticker
1034,Alibaba Pictures Group Limited,SEHK:1060,1060,-26.1562,Communication Services,Entertainment,1060
1035,China Development Bank International Investment Limited,SEHK:1062,1062,1.5234,,,1062
1036,Suncorp Technologies Limited,SEHK:1063,1063,-3.2071,Industrials,Conglomerates,1063
1037,Zhong Hua International Holdings Limited,SEHK:1064,1064,-5.147,Real Estate,Real Estate—Development,1064
1038,China Yurun Food Group Limited,SEHK:1068,1068,-0.5795,Consumer Defensive,Packaged Foods,1068
1039,China Bozza Development Holdings Limited,SEHK:1069,1069,-0.4242,Basic Materials,Lumber & Wood Production,1069
1040,Da Yu Financial Holdings Limited,SEHK:1073,1073,,Financial Services,Capital Markets,1073
1041,Imperial Pacific International Holdings Limited,SEHK:1076,1076,-0.9626,Consumer Cyclical,Resorts & Casinos,1076
1042,PINE Technology Holdings Limited,SEHK:1079,1079,-0.9979,Technology,Computer Hardware,1079
1043,GR Properties Limited,SEHK:108,108,31.7007,Real Estate,Real Estate Services,108
1044,Shengli Oil & Gas Pipe Holdings Limited,SEHK:1080,1080,-1.995,Energy,Oil & Gas Equipment & Services,1080
1045,Hong Kong Education (Int'l) Investments Limited,SEHK:1082,1082,-11.0004,Consumer Defensive,Education & Training Services,1082
1046,Green Future Food Hydrocolloid Marine Science Company Limited,SEHK:1084,1084,10.472999999999999,Consumer Defensive,Farm Products,1084
1047,Goodbaby International Holdings Limited,SEHK:1086,1086,16.3244,Consumer Cyclical,Leisure,1086
1048,InvesTech Holdings Limited,SEHK:1087,1087,-1.4565,Technology,Communication Equipment,1087
1049,Good Resources Holdings Limited,SEHK:109,109,,Financial Services,Asset Management,109
1050,Da Ming International Holdings Limited,SEHK:1090,1090,11.6649,Basic Materials,Steel,1090
1051,South Manganese Investment Limited,SEHK:1091,1091,-6.933,Basic Materials,Other Industrial Metals & Mining,1091
1052,China Public Procurement Limited,SEHK:1094,1094,-4.8028,Industrials,Conglomerates,1094
1053,Sino Energy International Holdings Group Limited,SEHK:1096,1096,,Consumer Cyclical,Footwear & Accessories,1096
1054,i-CABLE Communications Limited,SEHK:1097,1097,-1.3343,Communication Services,Entertainment,1097
1055,China Fortune Holdings Limited,SEHK:110,110,-4.1446,Technology,Consumer Electronics,110
1056,China Huarong Energy Company Limited,SEHK:1101,1101,-0.4854,Energy,Oil & Gas E&P,1101
1057,Enviro Energy International Holdings Limited,SEHK:1102,1102,-4.1147,Basic Materials,Building Materials,1102
1058,"Shanghai Dasheng Agriculture Finance Technology Co., Ltd.",SEHK:1103,1103,-1.6751,Basic Materials,Agricultural Inputs,1103
1059,Sing Tao News Corporation Limited,SEHK:1105,1105,-10.9655,Communication Services,Publishing,1105
1060,Ming Lam Holdings Limited,SEHK:1106,1106,,,Type,1106
1061,Luoyang Glass Company Limited,SEHK:1108,1108,83.2808,Industrials,Building Products & Equipment,1108
1062,Cinda International Holdings Limited,SEHK:111,111,6.4123,Financial Services,Capital Markets,111
1063,Tibet Water Resources Ltd.,SEHK:1115,1115,-2.5005,Consumer Defensive,Beverages—Non-Alcoholic,1115
1064,Mayer Holdings Limited,SEHK:1116,1116,182.1058,Basic Materials,Steel,1116
1065,China Modern Dairy Holdings Ltd.,SEHK:1117,1117,34.6535,Consumer Defensive,Farm Products,1117
1066,iDreamSky Technology Holdings Limited,SEHK:1119,1119,12.7903,Communication Services,Electronic Gaming & Multimedia,1119
1067,Lerthai Group Limited,SEHK:112,112,-2.4615,Real Estate,Real Estate—Development,112
1068,Arts Optical International Holdings Limited,SEHK:1120,1120,-1.7078,Healthcare,Medical Instruments & Supplies,1120
1069,Baofeng Modern International Holdings Company Limited,SEHK:1121,1121,-16.9021,Consumer Cyclical,Footwear & Accessories,1121
1070,China-Hongkong Photo Products Holdings Limited,SEHK:1123,1123,-19.3854,Consumer Cyclical,Leisure,1123
1071,Coastal Greenland Limited,SEHK:1124,1124,-1.2364,Real Estate,Real Estate—Development,1124
1072,Lai Fung Holdings Limited,SEHK:1125,1125,-2.1614,Real Estate,Real Estate—Diversified,1125
1073,"Wynn Macau, Limited",SEHK:1128,1128,-16.5629,Consumer Cyclical,Resorts & Casinos,1128
1074,China Water Industry Group Limited,SEHK:1129,1129,4.5345,Utilities,Utilities—Regulated Water,1129
1075,China Environmental Resources Group Limited,SEHK:1130,1130,-2.8592,Consumer Cyclical,Auto & Truck Dealerships,1130
1076,Agritrade Resources Limited,SEHK:1131,1131,,Energy,Thermal Coal,1131
1077,Orange Sky Golden Harvest Entertainment (Holdings) Limited,SEHK:1132,1132,-2.1956,Communication Services,Entertainment,1132
1078,Harbin Electric Company Limited,SEHK:1133,1133,30.0858,Industrials,Specialty Industrial Machinery,1133
1079,Kelfred Holdings Limited,SEHK:1134,1134,-197.3916,Healthcare,Medical Instruments & Supplies,1134
1080,Hong Kong Television Network Limited,SEHK:1137,1137,-513.3873,Consumer Cyclical,Internet Retail,1137
1081,Wealthking Investments Limited,SEHK:1140,1140,-2.0562,Financial Services,Asset Management,1140
1082,Siberian Mining Group Company Limited,SEHK:1142,1142,-0.2362,Energy,Oil & Gas Refining & Marketing,1142
1083,Link-Asia International MedTech Group Limited,SEHK:1143,1143,-1.595,Technology,Consumer Electronics,1143
1084,Courage Investment Group Limited,SEHK:1145,1145,-38.5348,Industrials,Marine Shipping,1145
1085,China Outfitters Holdings Limited,SEHK:1146,1146,-8.1677,Consumer Cyclical,Apparel Manufacturing,1146
1086,Edensoft Holdings Limited,SEHK:1147,1147,11.1647,Technology,Information Technology Services,1147
1087,Xinchen China Power Holdings Limited,SEHK:1148,1148,-4.632,Consumer Cyclical,Auto Parts,1148
1088,Grand Field Group Holdings Limited,SEHK:115,115,-1.9667,Real Estate,Real Estate—Development,115
1089,Milan Station Holdings Limited,SEHK:1150,1150,-12.1831,Consumer Cyclical,Luxury Goods,1150
1090,Momentum Financial Holdings Limited,SEHK:1152,1152,-4.2032,Consumer Defensive,Food Distribution,1152
1091,Jiayuan Services Holdings Limited,SEHK:1153,1153,34.7309,Real Estate,Real Estate—Diversified,1153
1092,China New Energy Limited,SEHK:1156,1156,5.2889,Energy,Oil & Gas Equipment & Services,1156
1093,Starlight Culture Entertainment Group Limited,SEHK:1159,1159,9.058,Communication Services,Entertainment,1159
1094,Youth Champ Financial Group Holdings Limited,SEHK:1160,1160,-13.1741,,Type,1160
1095,Lumina Group Limited,SEHK:1162,1162,12.267999999999999,Industrials,Security & Protection Services,1162
1096,Adtiger Corporations Limited,SEHK:1163,1163,15.7407,Communication Services,Advertising Agencies,1163
1097,Shunfeng International Clean Energy Limited,SEHK:1165,1165,-0.4355,Technology,Solar,1165
1098,Solartech International Holdings Limited,SEHK:1166,1166,-1.2686,Industrials,Electrical Equipment & Parts,1166
1099,"Jacobio Pharmaceuticals Group Co., Ltd.",SEHK:1167,1167,-12.4688,Healthcare,Biotechnology,1167
1100,Sinolink Worldwide Holdings Limited,SEHK:1168,1168,-3.2969,Real Estate,Real Estate—Diversified,1168
1101,Tianli Holdings Group Limited,SEHK:117,117,-3.5025,Technology,Electronic Components,117
1102,Magnus Concordia Group Limited,SEHK:1172,1172,-5.0709,Industrials,Specialty Business Services,1172
1103,Veeko International Holdings Limited,SEHK:1173,1173,-0.6678,Consumer Defensive,Household & Personal Products,1173
1104,"Fresh Express Delivery Holdings Group Co., Limited",SEHK:1175,1175,-1.0,Consumer Defensive,Food Distribution,1175
1105,Zhuguang Holdings Group Company Limited,SEHK:1176,1176,26.4401,Real Estate,Real Estate—Development,1176
1106,Huiyin Holdings Group Limited,SEHK:1178,1178,,Consumer Defensive,Household & Personal Products,1178
1107,Huazhu Group Limited,SEHK:1179,1179,-53.0725,Consumer Cyclical,Lodging,1179
1108,Cosmos Machinery Enterprises Limited,SEHK:118,118,-32.3248,Technology,Electronic Components,118
1109,Paradise Entertainment Limited,SEHK:1180,1180,-7.4001,Consumer Cyclical,Resorts & Casinos,1180
1110,Success Dragon International Holdings Limited,SEHK:1182,1182,-17.7691,Industrials,Specialty Business Services,1182
1111,China Energine International (Holdings) Limited,SEHK:1185,1185,-0.6618,Utilities,Utilities—Renewable,1185
1112,Hybrid Kinetic Group Limited,SEHK:1188,1188,-1.6402,Consumer Cyclical,Auto Parts,1188
1113,Greater Bay Area Dynamic Growth Holding Limited,SEHK:1189,1189,-2.7919,Consumer Cyclical,Lodging,1189
1114,"Bolina Holding Co., Ltd.",SEHK:1190,1190,,,,1190
1115,China Gem Holdings Limited,SEHK:1191,1191,-0.4703,Financial Services,Capital Markets,1191
1116,Titan Petrochemicals Group Limited,SEHK:1192,1192,0.0799,Industrials,Aerospace & Defense,1192
1117,Bay Area Gold Group Limited,SEHK:1194,1194,-0.7217,,,1194
1118,Kingwell Group Limited,SEHK:1195,1195,-9.6476,Real Estate,Real Estate—Diversified,1195
1119,Realord Group Holdings Limited,SEHK:1196,1196,-13.8836,Industrials,Waste Management,1196
1120,Royale Home Holdings Limited,SEHK:1198,1198,-40.436,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1198
1121,Cosmopolitan International Holdings Limited,SEHK:120,120,-54.1182,Real Estate,Real Estate—Diversified,120
1122,Midland Holdings Limited,SEHK:1200,1200,-3.8808,Real Estate,Real Estate Services,1200
1123,Tesson Holdings Limited,SEHK:1201,1201,-8.0162,Real Estate,Real Estate—Development,1201
1124,Chengdu PUTIAN Telecommunications Cable Company Limited,SEHK:1202,1202,-7.4433,Technology,Communication Equipment,1202
1125,CITIC Resources Holdings Limited,SEHK:1205,1205,-16.118,Basic Materials,Other Industrial Metals & Mining,1205
1126,Technovator International Limited,SEHK:1206,1206,5.3915,Technology,Electronic Components,1206
1127,SRE Group Limited,SEHK:1207,1207,-0.3816,Real Estate,Real Estate—Development,1207
1128,MMG Limited,SEHK:1208,1208,-18.9878,Basic Materials,Other Industrial Metals & Mining,1208
1129,China Resources Mixc Lifestyle Services Limited,SEHK:1209,1209,177.8244,Real Estate,Real Estate Services,1209
1130,Christine International Holdings Limited,SEHK:1210,1210,-0.7818,Consumer Defensive,Grocery Stores,1210
1131,Lifestyle International Holdings Limited,SEHK:1212,1212,27.2838,Consumer Cyclical,Department Stores,1212
1132,Kai Yuan Holdings Limited,SEHK:1215,1215,-10.839,Consumer Cyclical,Lodging,1215
1133,China Innovation Investment Limited,SEHK:1217,1217,-8.8814,Financial Services,Asset Management,1217
1134,Easyknit International Holdings Limited,SEHK:1218,1218,-1.7549,Real Estate,Real Estate—Development,1218
1135,Crocodile Garments Limited,SEHK:122,122,-1.2559,Consumer Cyclical,Apparel Manufacturing,122
1136,Zhidao International (Holdings) Limited,SEHK:1220,1220,-2.1919999999999997,,Type,1220
1137,China Investment and Finance Group Limited,SEHK:1226,1226,-1.1293,Financial Services,Asset Management,1226
1138,National Investments Fund Limited,SEHK:1227,1227,,Financial Services,Asset Management,1227
1139,Nan Nan Resources Enterprise Limited,SEHK:1229,1229,-0.9733,Energy,Thermal Coal,1229
1140,Yashili International Holdings Ltd,SEHK:1230,1230,23.6268,Consumer Defensive,Packaged Foods,1230
1141,Newton Resources Ltd,SEHK:1231,1231,-91.3097,Basic Materials,Steel,1231
1142,Travel Expert (Asia) Enterprises Limited,SEHK:1235,1235,-2.7171,Consumer Cyclical,Travel Services,1235
1143,China Environmental Technology and Bioenergy Holdings Limited,SEHK:1237,1237,-1.1322,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1237
1144,Teamway International Group Holdings Limited,SEHK:1239,1239,-3.1159,Consumer Cyclical,Packaging & Containers,1239
1145,Guangdong Land Holdings Limited,SEHK:124,124,0.9657,Real Estate,Real Estate—Development,124
1146,Shuanghua Holdings Limited,SEHK:1241,1241,-2.0568,Consumer Cyclical,Auto Parts,1241
1147,"Niraku GC Holdings, Inc.",SEHK:1245,1245,-2.1685,Consumer Cyclical,Resorts & Casinos,1245
1148,Boill Healthcare Holdings Limited,SEHK:1246,1246,-1.3867,Real Estate,Real Estate—Development,1246
1149,Miko International Holdings Limited,SEHK:1247,1247,-0.2719,Consumer Cyclical,Apparel Manufacturing,1247
1150,Sun Hing Vision Group Holdings Limited,SEHK:125,125,-2.1098,Consumer Cyclical,Luxury Goods,125
1151,Beijing Enterprises Clean Energy Group Limited,SEHK:1250,1250,18.7669,Utilities,Utilities—Independent Power Producers,1250
1152,SPT Energy Group Inc.,SEHK:1251,1251,4.5193,Energy,Oil & Gas Integrated,1251
1153,China Tianrui Group Cement Company Limited,SEHK:1252,1252,9.1535,Basic Materials,Building Materials,1252
1154,China Greenland Broad Greenstate Group Company Limited,SEHK:1253,1253,13.0846,Industrials,Engineering & Construction,1253
1155,TATA Health International Holdings Limited,SEHK:1255,1255,-3.292,Consumer Cyclical,Footwear & Accessories,1255
1156,Prosperous Future Holdings Limited,SEHK:1259,1259,165.9409,Consumer Defensive,Household & Personal Products,1259
1157,Wonderful Sky Financial Group Holdings Limited,SEHK:1260,1260,16.8321,Industrials,Specialty Business Services,1260
1158,Labixiaoxin Snacks Group Limited,SEHK:1262,1262,-1.4475,Consumer Defensive,Packaged Foods,1262
1159,PC Partner Group Limited,SEHK:1263,1263,10.3167,Technology,Computer Hardware,1263
1160,Tianjin Jinran Public Utilities Company Limited,SEHK:1265,1265,186.7309,Utilities,Utilities—Regulated Gas,1265
1161,Xiwang Special Steel Company Limited,SEHK:1266,1266,-1.6949,Basic Materials,Steel,1266
1162,China First Capital Group Limited,SEHK:1269,1269,-0.2105,Consumer Cyclical,Auto Parts,1269
1163,Langham Hospitality Investments Limited,SEHK:1270,1270,-1.415,Consumer Cyclical,Lodging,1270
1164,ENM Holdings Limited,SEHK:128,128,-16.9371,Consumer Cyclical,Apparel Retail,128
1165,"Qidian International Co., Ltd.",SEHK:1280,1280,-1.3639,Consumer Cyclical,Specialty Retail,1280
1166,LongiTech Smart Energy Holding Limited,SEHK:1281,1281,-0.6927,Utilities,Utilities—Independent Power Producers,1281
1167,Glory Sun Financial Group Limited,SEHK:1282,1282,19.3026,Industrials,Conglomerates,1282
1168,Accel Group Holdings Limited,SEHK:1283,1283,19.9466,Industrials,Engineering & Construction,1283
1169,Wuxi Sunlit Science and Technology Company Limited,SEHK:1289,1289,36.7522,Industrials,Specialty Industrial Machinery,1289
1170,Asia Standard International Group Limited,SEHK:129,129,1.8962,Financial Services,Asset Management,129
1171,"Changan Minsheng APLL Logistics Co., Ltd.",SEHK:1292,1292,-2.8939999999999997,Industrials,Integrated Freight & Logistics,1292
1172,Grand Baoxin Auto Group Limited,SEHK:1293,1293,5.1891,Consumer Cyclical,Auto & Truck Dealerships,1293
1173,Guodian Technology & Environment Group Corporation Limited,SEHK:1296,1296,-4.0383,Industrials,Pollution & Treatment Controls,1296
1174,Sinosoft Technology Group Limited,SEHK:1297,1297,5.9898,Technology,Software—Application,1297
1175,Yunnan Energy International Co. Limited,SEHK:1298,1298,-7.6926,Technology,Scientific & Technical Instruments,1298
1176,Moiselle International Holdings Limited,SEHK:130,130,-0.7509,Consumer Cyclical,Apparel Manufacturing,130
1177,Trigiant Group Limited,SEHK:1300,1300,-6619.2132,Technology,Communication Equipment,1300
1178,D&G Technology Holding Company Limited,SEHK:1301,1301,-17.4136,Industrials,Engineering & Construction,1301
1179,LifeTech Scientific Corporation,SEHK:1302,1302,110.0896,Healthcare,Medical Devices,1302
1180,Huili Resources (Group) Limited,SEHK:1303,1303,-4.5717,Industrials,Conglomerates,1303
1181,Wai Chi Holdings Company Limited,SEHK:1305,1305,4.8381,Technology,Electronic Components,1305
1182,Tongfang Kontafarma Holdings Limited,SEHK:1312,1312,33.203,Basic Materials,Building Materials,1312
1183,Tsui Wah Holdings Limited,SEHK:1314,1314,-1.4896,Consumer Cyclical,Restaurants,1314
1184,Vision Fame International Holding Limited,SEHK:1315,1315,-32.1133,Industrials,Engineering & Construction,1315
1185,China Maple Leaf Educational Systems Limited,SEHK:1317,1317,10.511,Consumer Defensive,Education & Training Services,1317
1186,China Investments Holdings Limited,SEHK:132,132,43.0347,Industrials,Conglomerates,132
1187,China New City Commercial Development Limited,SEHK:1321,1321,13.9522,Real Estate,Real Estate—Development,1321
1188,Huasheng International Holding Limited,SEHK:1323,1323,-29.206,Consumer Defensive,Household & Personal Products,1323
1189,Transmit Entertainment Limited,SEHK:1326,1326,-2.7474,Communication Services,Entertainment,1326
1190,Luxxu Group Limited,SEHK:1327,1327,-0.4376,Consumer Cyclical,Luxury Goods,1327
1191,Goldstream Investment Limited,SEHK:1328,1328,-33.8748,Industrials,Specialty Business Services,1328
1192,Beijing Capital Grand Limited,SEHK:1329,1329,-6.2265,Real Estate,Real Estate—Diversified,1329
1193,China Touyun Tech Group Limited,SEHK:1332,1332,-16.1093,Consumer Cyclical,Packaging & Containers,1332
1194,China Zhongwang Holdings Limited,SEHK:1333,1333,6.2169,Basic Materials,Aluminum,1333
1195,Sheen Tai Holdings Group Company Limited,SEHK:1335,1335,-7.3758,Consumer Cyclical,Packaging & Containers,1335
1196,Razer Inc.,SEHK:1337,1337,-55.3776,Technology,Computer Hardware,1337
1197,BaWang International (Group) Holding Limited,SEHK:1338,1338,48.0177,Consumer Defensive,Household & Personal Products,1338
1198,Huisheng International Holdings Limited,SEHK:1340,1340,-0.4864,Consumer Defensive,Packaged Foods,1340
1199,Hao Tian International Construction Investment Group Limited,SEHK:1341,1341,-221.3221,Industrials,Rental & Leasing Services,1341
1200,Wei Yuan Holdings Limited,SEHK:1343,1343,32.6075,Industrials,Engineering & Construction,1343
1201,China Pioneer Pharma Holdings Limited,SEHK:1345,1345,27.4239,Healthcare,Pharmaceutical Retailers,1345
1202,Hua Hong Semiconductor Limited,SEHK:1347,1347,97.9535,Technology,Semiconductors,1347
1203,Quali-Smart Holdings Limited,SEHK:1348,1348,-5.3256,Consumer Cyclical,Leisure,1348
1204,Bright Future Technology Holdings Limited,SEHK:1351,1351,,Communication Services,Advertising Agencies,1351
1205,Legend Strategy International Holdings Group Company Limited,SEHK:1355,1355,-10.9348,Consumer Cyclical,Lodging,1355
1206,"Meitu, Inc.",SEHK:1357,1357,-107.7768,Communication Services,Internet Content & Information,1357
1207,PW Medtech Group Limited,SEHK:1358,1358,5.1207,Healthcare,Medical Instruments & Supplies,1358
1208,HengTen Networks Group Limited,SEHK:136,136,2243.6165,Consumer Cyclical,Internet Retail,136
1209,NOVA Group Holdings Limited,SEHK:1360,1360,1.5087,Industrials,Specialty Business Services,1360
